clientid,EventProcessedUtcTime,contouren,afwijking,voorgrond,beweging,helderheid,richting,leftoutcounter,rightoutcounter,objecten,leftcounter,rightcounter,upcounter,downcounter,undeterminedcounter
CAM02,2018-03-31T02:14:14.6825377Z,12,168,99,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:13:55.2741707Z,53,277,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM??,2018-03-31T02:14:14.6825377Z,81,197,75,86,0,UNDETERMINED,1,0, 1,0,0,0,0,1
CAM02,2018-03-31T02:14:14.6669250Z,13,181,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:13:55.2741707Z,126,85,8,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM??,2018-03-31T02:14:15.1825492Z,138,262,58,3,23,UNDETERMINED,1,0, 1,0,0,0,0,1
CAM10,2018-03-31T02:14:14.6669250Z,126,89,8,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:14:14.6825377Z,59,279,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM02,2018-03-31T02:13:55.2741707Z,8,169,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:14:14.6825377Z,61,305,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:13:55.2741707Z,69,308,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:14:14.6669250Z,149,103,8,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM02,2018-03-31T02:14:15.1825492Z,13,166,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM02,2018-03-31T02:14:14.6669250Z,9,164,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:14:14.6825377Z,66,310,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:13:55.2741707Z,140,96,8,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM??,2018-03-31T02:14:14.6825377Z,96,212,73,28,0,UNDETERMINED,1,0, 1,0,0,0,0,1
CAM10,2018-03-31T02:13:55.2741707Z,131,92,8,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM??,2018-03-31T02:14:14.6669250Z,95,220,76,35,0,UNDETERMINED,1,0, 3,0,0,0,0,3
CAM02,2018-03-31T02:14:15.1825492Z,11,158,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:14:14.6669250Z,57,288,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM??,2018-03-31T02:14:14.6825377Z,147,259,61,18,10,heading: <-,1,0, 2,1,0,0,0,1
CAM02,2018-03-31T02:13:55.2741707Z,9,158,99,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM??,2018-03-31T02:14:14.6825377Z,166,267,53,37,23,heading: v,1,0, 2,0,0,0,1,1
CAM07,2018-03-31T02:13:55.2741707Z,59,338,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:14:14.6669250Z,128,87,8,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM??,2018-03-31T02:14:15.1825492Z,84,209,76,14,0,UNDETERMINED,1,0, 2,0,0,0,0,2
CAM02,2018-03-31T02:14:14.6825377Z,14,166,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:13:55.2741707Z,59,310,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:14:14.6825377Z,133,88,8,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM5,2018-03-31T02:14:15.1825492Z,22,1859,13,0,0,UNDETERMINED,0,4, 0,0,0,0,0,0
CAM11,2018-03-31T02:14:15.1825492Z,5,28,8,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM15,2018-03-31T02:13:55.2741707Z,5,236,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:14:14.6669250Z,267,116,25,24,14,UNDETERMINED,175,220, 15,3,1,3,0,8
CAM5,2018-03-31T02:14:15.1825492Z,8,299,70,0,0,UNDETERMINED,0,4, 0,0,0,0,0,0
CAM07,2018-03-31T02:14:14.6669250Z,56,252,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:13:55.2741707Z,52,267,16,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM14,2018-03-31T02:14:15.7294190Z,109,920,64,4,7,UNDETERMINED,0,0, 1,0,0,0,0,1
CAM15,2018-03-31T02:14:15.1825492Z,4,246,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM03,2018-03-31T02:13:55.7897879Z,3,3420,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:14:15.1825492Z,320,138,24,4,15,UNDETERMINED,176,223, 12,2,2,2,0,6
CAM06,2018-03-31T02:14:15.7294190Z,217,77,57,18,29,heading: v,170,128, 6,1,0,0,2,3
CAM15,2018-03-31T02:14:14.6825377Z,3,246,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM03,2018-03-31T02:14:15.1825492Z,4,4034,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM02,2018-03-31T02:13:55.2741707Z,10,178,100,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM11,2018-03-31T02:14:15.1825492Z,5,37,8,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:13:55.7897879Z,128,96,8,0,0,UNDETERMINED,2,0, 0,0,0,0,0,0
CAM5,2018-03-31T02:14:15.1825492Z,30,1721,14,0,0,UNDETERMINED,0,4, 0,0,0,0,0,0
CAM07,2018-03-31T02:14:15.7294190Z,50,305,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM11,2018-03-31T02:14:14.6825377Z,6,34,7,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM14,2018-03-31T02:14:15.1825492Z,137,1193,46,10,26,UNDETERMINED,0,0, 3,0,0,0,0,3
CAM13,2018-03-31T02:14:15.1825492Z,297,128,26,32,15,heading: <-,175,221, 12,3,1,2,0,6
CAM10,2018-03-31T02:14:15.1825492Z,89,67,8,0,0,UNDETERMINED,2,0, 0,0,0,0,0,0
CAM5,2018-03-31T02:13:55.7897879Z,13,1584,11,0,0,UNDETERMINED,0,4, 0,0,0,0,0,0
CAM13,2018-03-31T02:14:15.7294190Z,188,48,30,54,1,heading: ->,176,223, 7,1,4,0,0,2
CAM14,2018-03-31T02:14:15.1825492Z,108,1036,50,12,12,UNDETERMINED,0,0, 2,0,0,0,0,2
CAM06,2018-03-31T02:14:14.6825377Z,289,74,52,35,37,UNDETERMINED,170,128, 7,1,0,1,1,4
CAM11,2018-03-31T02:13:55.2741707Z,8,41,8,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM02,2018-03-31T02:14:15.1825492Z,6,180,100,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM14,2018-03-31T02:13:55.7897879Z,123,1102,50,21,13,UNDETERMINED,0,0, 1,0,0,0,0,1
CAM15,2018-03-31T02:14:15.1825492Z,4,253,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM5,2018-03-31T02:14:15.1825492Z,18,1674,13,0,0,UNDETERMINED,0,4, 0,0,0,0,0,0
CAM02,2018-03-31T02:14:15.7294190Z,8,181,100,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:14:14.6825377Z,44,244,16,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM5,2018-03-31T02:14:15.1825492Z,15,1662,11,0,0,UNDETERMINED,0,4, 0,0,0,0,0,0
CAM03,2018-03-31T02:13:55.2741707Z,4,3528,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:14:15.1825492Z,98,73,8,0,0,UNDETERMINED,2,0, 0,0,0,0,0,0
CAM11,2018-03-31T02:13:55.7897879Z,7,47,6,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:14:15.7294190Z,47,256,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:14:15.7450443Z,226,73,24,49,5,UNDETERMINED,176,223, 11,0,2,2,0,7
CAM15,2018-03-31T02:14:14.6825377Z,3,256,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM03,2018-03-31T02:13:55.7897879Z,3,3429,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM02,2018-03-31T02:14:15.7450443Z,11,177,99,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM14,2018-03-31T02:13:55.7897879Z,75,653,71,35,2,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM15,2018-03-31T02:14:16.3856708Z,4,261,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM03,2018-03-31T02:14:15.1825492Z,5,3598,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM06,2018-03-31T02:14:15.7450443Z,199,77,59,19,25,UNDETERMINED,171,129, 4,0,0,1,1,2
CAM11,2018-03-31T02:14:15.7450443Z,5,37,8,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM02,2018-03-31T02:13:55.7897879Z,7,185,100,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:13:56.2898024Z,208,47,24,44,2,UNDETERMINED,176,223, 7,0,1,0,1,5
CAM07,2018-03-31T02:14:15.6981909Z,51,250,16,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM15,2018-03-31T02:14:16.3856708Z,4,249,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:14:15.1825492Z,109,80,8,0,0,UNDETERMINED,2,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:14:15.7450443Z,48,275,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM06,2018-03-31T02:13:55.7897879Z,268,76,54,38,35,heading: <-,171,130, 5,1,0,0,0,4
CAM13,2018-03-31T02:14:15.7450443Z,254,81,24,33,7,heading: v,176,223, 11,0,1,0,2,8
CAM5,2018-03-31T02:13:56.2898024Z,15,1061,15,0,0,UNDETERMINED,0,4, 0,0,0,0,0,0
CAM11,2018-03-31T02:14:15.6981909Z,6,29,6,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM02,2018-03-31T02:14:15.1825492Z,8,178,100,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM11,2018-03-31T02:14:15.7450443Z,7,37,8,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:13:55.7897879Z,270,111,26,41,13,UNDETERMINED,176,223, 11,1,1,0,1,8
CAM15,2018-03-31T02:14:15.7450443Z,1,245,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:13:56.2898024Z,87,64,8,0,0,UNDETERMINED,2,0, 0,0,0,0,0,0
CAM5,2018-03-31T02:14:15.6981909Z,13,750,13,0,0,UNDETERMINED,0,4, 0,0,0,0,0,0
CAM14,2018-03-31T02:14:16.3856708Z,103,961,58,52,7,UNDETERMINED,0,0, 1,0,0,0,0,1
CAM07,2018-03-31T02:14:15.7450443Z,51,278,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM03,2018-03-31T02:13:55.7897879Z,3,3626,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM06,2018-03-31T02:13:56.2898024Z,294,74,51,48,33,heading: ->,172,130, 5,0,1,0,0,4
CAM13,2018-03-31T02:14:15.7450443Z,311,136,25,35,16,heading: ->,177,223, 12,1,4,1,1,5
CAM02,2018-03-31T02:14:15.6981909Z,9,184,100,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:14:16.3856708Z,114,91,8,0,0,UNDETERMINED,2,0, 0,0,0,0,0,0
CAM11,2018-03-31T02:14:15.1825492Z,6,29,7,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:13:55.7897879Z,111,86,8,0,0,UNDETERMINED,2,0, 0,0,0,0,0,0
CAM02,2018-03-31T02:14:15.7450443Z,13,188,99,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM15,2018-03-31T02:14:15.6981909Z,4,246,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM03,2018-03-31T02:13:56.2898024Z,3,3429,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM14,2018-03-31T02:14:16.4013023Z,115,1043,54,74,10,UNDETERMINED,0,0, 1,0,0,0,0,1
CAM13,2018-03-31T02:14:16.4013023Z,289,127,27,42,14,heading: v,177,223, 12,0,1,1,3,7
CAM06,2018-03-31T02:14:15.1825492Z,265,74,54,64,15,UNDETERMINED,172,130, 2,0,0,0,0,2
CAM02,2018-03-31T02:14:16.4013023Z,13,183,99,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM14,2018-03-31T02:13:56.2898024Z,61,594,77,84,0,UNDETERMINED,0,0, 1,0,0,0,0,1
CAM5,2018-03-31T02:14:15.6981909Z,16,2092,10,0,0,UNDETERMINED,0,4, 0,0,0,0,0,0
CAM15,2018-03-31T02:14:16.4013023Z,4,259,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM11,2018-03-31T02:14:16.4013023Z,6,31,6,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:14:15.7294190Z,104,79,8,0,0,UNDETERMINED,2,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:13:56.2898024Z,264,123,26,1,13,heading: v,178,223, 8,1,1,1,3,2
CAM02,2018-03-31T02:13:56.8054274Z,10,181,100,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:14:16.3856708Z,50,256,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM14,2018-03-31T02:14:16.4013023Z,68,772,67,36,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:14:16.4013023Z,172,69,29,55,0,heading: ^,178,223, 11,1,1,2,1,6
CAM5,2018-03-31T02:14:15.7450443Z,16,1724,10,0,0,UNDETERMINED,0,4, 0,0,0,0,0,0
CAM10,2018-03-31T02:13:56.2898024Z,109,72,8,0,0,UNDETERMINED,2,0, 0,0,0,0,0,0
CAM11,2018-03-31T02:14:16.4013023Z,7,31,8,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM02,2018-03-31T02:13:56.8054274Z,9,188,99,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM15,2018-03-31T02:14:16.3856708Z,3,251,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:14:16.4013023Z,86,67,9,0,0,UNDETERMINED,2,0, 0,0,0,0,0,0
CAM06,2018-03-31T02:14:15.7450443Z,278,74,53,25,38,heading: <-,172,130, 5,2,0,0,0,3
CAM11,2018-03-31T02:14:16.4013023Z,5,32,8,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:14:16.4013023Z,255,68,24,31,2,heading: ^,178,224, 11,1,0,3,1,6
CAM07,2018-03-31T02:13:56.2898024Z,47,255,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM03,2018-03-31T02:13:56.8054274Z,3,3321,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM14,2018-03-31T02:14:16.3856708Z,129,1118,46,2,26,UNDETERMINED,0,0, 1,0,0,0,0,1
CAM07,2018-03-31T02:14:16.4013023Z,45,254,16,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM02,2018-03-31T02:14:15.7450443Z,8,186,99,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM06,2018-03-31T02:14:16.4013023Z,241,75,53,44,31,UNDETERMINED,172,131, 6,1,0,1,1,3
CAM15,2018-03-31T02:13:56.2898024Z,4,246,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM5,2018-03-31T02:14:16.4013023Z,16,1174,18,0,0,UNDETERMINED,0,4, 0,0,0,0,0,0
CAM07,2018-03-31T02:14:16.3856708Z,54,270,16,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM02,2018-03-31T02:14:16.4013023Z,11,180,100,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:14:15.7450443Z,274,107,22,44,11,heading: ^,178,224, 14,2,2,3,0,7
CAM10,2018-03-31T02:13:56.2898024Z,114,76,8,0,0,UNDETERMINED,2,0, 0,0,0,0,0,0
CAM03,2018-03-31T02:14:16.4013023Z,4,3125,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM06,2018-03-31T02:14:16.4013023Z,231,77,57,23,26,heading: <-,172,131, 7,2,1,0,0,4
CAM14,2018-03-31T02:13:56.8054274Z,76,863,61,78,2,UNDETERMINED,0,0, 1,0,0,0,0,1
CAM02,2018-03-31T02:14:16.4013023Z,11,183,99,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM11,2018-03-31T02:14:15.7450443Z,9,50,9,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM03,2018-03-31T02:14:16.9481772Z,3,3345,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:13:56.8054274Z,293,125,23,43,14,heading: ^,178,224, 12,2,0,4,0,6
CAM5,2018-03-31T02:14:16.4013023Z,16,1676,9,0,0,UNDETERMINED,0,4, 0,0,0,0,0,0
CAM06,2018-03-31T02:13:56.8054274Z,235,73,53,38,37,UNDETERMINED,172,131, 5,0,0,0,0,5
CAM14,2018-03-31T02:14:16.3856708Z,71,746,70,31,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM02,2018-03-31T02:14:16.9481772Z,8,182,100,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:14:16.9481772Z,48,269,16,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM14,2018-03-31T02:13:56.8054274Z,62,554,76,10,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM06,2018-03-31T02:14:16.4013023Z,220,78,58,48,35,heading: ^,172,131, 7,0,0,2,0,5
CAM15,2018-03-31T02:14:16.4013023Z,3,246,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:14:16.9481772Z,136,100,7,0,0,UNDETERMINED,2,0, 0,0,0,0,0,0
CAM11,2018-03-31T02:13:57.3210627Z,7,31,8,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM15,2018-03-31T02:14:16.9481772Z,2,256,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM03,2018-03-31T02:13:56.8054274Z,4,3425,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM11,2018-03-31T02:14:16.9481772Z,6,27,6,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:14:16.4013023Z,110,94,7,0,0,UNDETERMINED,2,0, 0,0,0,0,0,0
CAM5,2018-03-31T02:13:57.3210627Z,17,1724,11,0,0,UNDETERMINED,0,4, 0,0,0,0,0,0
CAM07,2018-03-31T02:14:16.9481772Z,55,267,16,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:14:16.9481772Z,300,133,23,42,14,UNDETERMINED,178,225, 10,3,0,3,0,4
CAM15,2018-03-31T02:13:56.8054274Z,5,252,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM06,2018-03-31T02:14:16.4013023Z,277,74,54,41,29,heading: <-,172,133, 4,1,0,0,0,3
CAM11,2018-03-31T02:14:16.4013023Z,5,31,8,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM02,2018-03-31T02:14:16.9481772Z,8,178,100,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:13:57.3210627Z,119,98,8,0,0,UNDETERMINED,2,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:14:16.9481772Z,55,312,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:14:16.4013023Z,284,99,21,45,9,heading: <-,178,226, 11,3,0,2,0,6
CAM10,2018-03-31T02:14:16.9481772Z,109,82,8,0,0,UNDETERMINED,2,0, 0,0,0,0,0,0
CAM5,2018-03-31T02:13:56.8054274Z,36,3785,12,0,0,UNDETERMINED,0,4, 0,0,0,0,0,0
CAM03,2018-03-31T02:14:16.4013023Z,2,3537,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:13:57.3210627Z,58,300,14,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM06,2018-03-31T02:14:16.9481772Z,220,79,59,46,23,heading: <-,172,133, 6,2,0,0,0,4
CAM13,2018-03-31T02:14:16.9481772Z,190,68,31,54,0,heading: <-,178,226, 11,3,1,2,1,4
CAM14,2018-03-31T02:14:16.4013023Z,128,1070,55,94,3,UNDETERMINED,0,0, 2,0,0,0,0,2
CAM11,2018-03-31T02:14:16.9481772Z,5,25,8,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:13:56.8054274Z,70,344,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM15,2018-03-31T02:14:16.4013023Z,6,242,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM03,2018-03-31T02:13:57.3210627Z,3,3453,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:14:16.9481772Z,109,85,8,0,0,UNDETERMINED,2,0, 0,0,0,0,0,0
CAM06,2018-03-31T02:14:16.4013023Z,205,76,57,24,15,heading: <-,172,134, 7,4,0,0,0,3
CAM5,2018-03-31T02:14:16.9481772Z,25,3011,12,0,0,UNDETERMINED,0,4, 0,0,0,0,0,0
CAM14,2018-03-31T02:13:57.3210627Z,103,949,61,95,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM06,2018-03-31T02:13:57.3210627Z,271,76,54,30,17,heading: <-,172,134, 9,4,0,2,0,3
CAM13,2018-03-31T02:14:16.9481772Z,276,84,23,38,9,heading: ^,178,226, 13,2,1,4,0,6
CAM15,2018-03-31T02:14:16.9481772Z,6,254,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:13:57.3210627Z,63,295,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:13:57.8366767Z,49,268,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM02,2018-03-31T02:14:16.9481772Z,10,184,100,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM06,2018-03-31T02:13:57.8366767Z,279,74,50,37,33,heading: ^,172,135, 9,1,1,2,0,5
CAM15,2018-03-31T02:14:16.9481772Z,3,240,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:13:57.3210627Z,274,103,24,31,10,UNDETERMINED,178,227, 13,3,0,3,0,7
CAM06,2018-03-31T02:13:57.8366767Z,223,77,55,41,16,UNDETERMINED,172,135, 8,2,2,1,1,2
CAM15,2018-03-31T02:14:16.9481772Z,3,243,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM11,2018-03-31T02:13:57.3210627Z,6,32,8,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:13:57.8366767Z,127,94,8,0,0,UNDETERMINED,2,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:13:57.3210627Z,265,77,23,39,2,UNDETERMINED,179,229, 13,4,2,4,1,2
CAM06,2018-03-31T02:14:16.9481772Z,275,75,53,33,22,heading: ->,173,135, 9,0,2,1,1,5
CAM14,2018-03-31T02:13:57.8366767Z,46,513,78,15,0,UNDETERMINED,0,0, 2,0,0,0,0,2
CAM13,2018-03-31T02:14:16.9481772Z,225,63,24,41,3,heading: ^,179,229, 11,2,2,3,1,3
CAM07,2018-03-31T02:13:57.8366767Z,47,292,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM11,2018-03-31T02:13:57.8366767Z,7,31,7,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM03,2018-03-31T02:13:57.8366767Z,2,3804,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM11,2018-03-31T02:13:58.3523139Z,5,33,7,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM11,2018-03-31T02:13:58.3523139Z,6,31,7,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:13:57.8366767Z,61,273,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM03,2018-03-31T02:13:57.8366767Z,4,3537,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM02,2018-03-31T02:13:58.3523139Z,9,172,99,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:13:57.8366767Z,52,262,16,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:13:58.3523139Z,299,99,20,26,10,heading: ^,180,230, 12,1,2,3,0,6
CAM02,2018-03-31T02:13:58.3523139Z,11,181,99,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM14,2018-03-31T02:13:58.3523139Z,136,1140,56,74,5,UNDETERMINED,0,0, 2,0,0,0,0,2
CAM03,2018-03-31T02:13:58.3523139Z,2,3626,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:13:58.3523139Z,266,105,24,26,11,heading: ^,182,230, 15,1,1,5,1,7
CAM03,2018-03-31T02:13:58.8679406Z,2,3490,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM5,2018-03-31T02:13:58.3523139Z,22,1845,16,0,0,UNDETERMINED,0,4, 0,0,0,0,0,0
