clientid,EventProcessedUtcTime,contouren,afwijking,voorgrond,beweging,helderheid,richting,leftoutcounter,rightoutcounter,objecten,leftcounter,rightcounter,upcounter,downcounter,undeterminedcounter
CAM06,2018-03-31T02:13:58.8679406Z,265,75,52,27,18,UNDETERMINED,179,136, 6,1,1,0,0,4
CAM10,2018-03-31T02:13:58.3523139Z,118,89,8,0,0,UNDETERMINED,2,0, 0,0,0,0,0,0
CAM11,2018-03-31T02:13:58.3523139Z,5,32,8,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:13:58.8679406Z,211,61,23,37,1,heading: ^,182,230, 13,3,0,4,1,5
CAM14,2018-03-31T02:13:58.3523139Z,116,985,52,68,5,heading: v,0,0, 3,0,0,0,1,2
CAM13,2018-03-31T02:13:58.8679406Z,217,85,24,26,4,heading: ^,183,230, 15,2,3,6,2,2
CAM5,2018-03-31T02:13:58.8679406Z,18,2030,11,0,0,UNDETERMINED,0,4, 0,0,0,0,0,0
CAM07,2018-03-31T02:13:58.8679406Z,58,293,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:13:58.8679406Z,123,97,7,0,0,UNDETERMINED,2,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:13:59.3679455Z,298,109,20,24,11,heading: ^,183,230, 14,2,1,6,3,2
CAM15,2018-03-31T02:13:58.8679406Z,3,259,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM11,2018-03-31T02:13:59.3679455Z,5,27,7,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:13:58.8679406Z,261,78,23,42,2,heading: <-,184,231, 16,5,2,3,1,5
CAM10,2018-03-31T02:13:59.3679455Z,116,83,8,0,0,UNDETERMINED,2,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:13:58.8679406Z,158,43,30,11,1,heading: ^,212,276, 10,2,1,3,1,3
CAM03,2018-03-31T02:13:59.3679455Z,3,3631,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:13:58.8679406Z,275,83,25,16,7,UNDETERMINED,211,273, 12,2,1,2,0,7
CAM02,2018-03-31T02:13:59.3679455Z,10,182,99,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:13:59.3679455Z,291,124,25,52,15,UNDETERMINED,212,277, 6,2,0,2,1,1
CAM06,2018-03-31T02:13:59.3679455Z,248,72,50,38,25,heading: <-,193,161, 6,2,1,1,1,1
CAM13,2018-03-31T02:13:59.8835744Z,261,112,25,4,15,heading: <-,211,273, 13,2,1,1,1,8
CAM06,2018-03-31T02:13:59.3679455Z,184,79,60,22,16,heading: <-,192,160, 8,2,0,1,0,5
CAM07,2018-03-31T02:13:59.8835744Z,43,312,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:13:59.3679455Z,135,97,7,0,0,UNDETERMINED,2,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:13:59.8835744Z,54,277,16,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM02,2018-03-31T02:13:59.3679455Z,6,176,100,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM06,2018-03-31T02:13:59.8835744Z,271,73,50,32,31,heading: v,192,160, 6,1,0,0,3,2
CAM5,2018-03-31T02:13:59.8835744Z,21,1477,18,0,0,UNDETERMINED,0,4, 0,0,0,0,0,0
CAM10,2018-03-31T02:13:59.8835744Z,123,91,8,0,0,UNDETERMINED,2,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:13:59.8835744Z,278,129,25,46,15,heading: <-,212,278, 8,2,1,0,1,4
CAM07,2018-03-31T02:13:59.8835744Z,59,282,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM03,2018-03-31T02:14:00.3992082Z,4,3490,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:13:59.8835744Z,189,50,32,55,0,heading: <-,212,278, 9,2,1,1,1,4
CAM02,2018-03-31T02:14:00.3992082Z,6,187,99,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:13:59.8835744Z,52,284,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM02,2018-03-31T02:13:59.8835744Z,9,189,99,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM14,2018-03-31T02:14:00.3992082Z,121,979,53,39,7,UNDETERMINED,0,0, 1,0,0,0,0,1
CAM14,2018-03-31T02:13:59.8835744Z,109,992,54,10,6,UNDETERMINED,0,0, 2,0,0,0,0,2
CAM10,2018-03-31T02:14:00.3992082Z,100,74,9,0,0,UNDETERMINED,2,0, 0,0,0,0,0,0
CAM02,2018-03-31T02:14:00.3992082Z,10,189,99,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM5,2018-03-31T02:14:00.3992082Z,9,706,19,0,0,UNDETERMINED,0,4, 0,0,0,0,0,0
CAM15,2018-03-31T02:14:00.3992082Z,6,231,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM14,2018-03-31T02:14:00.9148389Z,61,559,78,16,0,UNDETERMINED,0,0, 2,0,0,0,0,2
CAM5,2018-03-31T02:14:00.9148389Z,9,431,87,0,0,UNDETERMINED,0,4, 0,0,0,0,0,0
CAM13,2018-03-31T02:14:00.3992082Z,176,50,32,53,0,UNDETERMINED,215,280, 10,1,2,2,0,5
CAM15,2018-03-31T02:14:00.9148389Z,6,240,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM03,2018-03-31T02:14:00.3992082Z,4,3626,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM14,2018-03-31T02:14:00.9148389Z,109,994,53,45,6,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:14:00.3992082Z,52,279,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM02,2018-03-31T02:14:00.9148389Z,7,182,100,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM14,2018-03-31T02:14:00.9148389Z,98,924,59,5,4,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:14:00.9148389Z,284,122,25,33,14,heading: ->,216,280, 13,2,3,2,2,4
CAM11,2018-03-31T02:14:00.9148389Z,6,34,8,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM15,2018-03-31T02:14:00.9148389Z,5,245,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM14,2018-03-31T02:14:00.9148389Z,116,997,51,11,6,UNDETERMINED,0,0, 3,0,0,0,0,3
CAM02,2018-03-31T02:14:00.9148389Z,9,177,100,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM5,2018-03-31T02:14:00.9148389Z,7,376,14,0,0,UNDETERMINED,0,4, 0,0,0,0,0,0
CAM02,2018-03-31T02:14:00.9148389Z,11,177,99,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM06,2018-03-31T02:14:00.9148389Z,177,81,64,19,9,UNDETERMINED,199,164, 4,0,1,1,1,1
CAM10,2018-03-31T02:14:00.9148389Z,101,74,8,0,0,UNDETERMINED,2,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:14:00.9304426Z,212,48,24,5,2,UNDETERMINED,217,280, 8,1,1,1,0,5
CAM13,2018-03-31T02:14:00.9148389Z,246,88,26,41,10,UNDETERMINED,217,280, 7,1,1,1,0,4
CAM07,2018-03-31T02:14:00.9304426Z,46,285,16,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM06,2018-03-31T02:14:00.9148389Z,241,76,55,25,21,heading: <-,200,164, 5,3,0,0,0,2
CAM03,2018-03-31T02:14:01.4461032Z,3,3687,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM15,2018-03-31T02:14:00.9148389Z,6,253,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:14:01.4461032Z,51,275,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM02,2018-03-31T02:14:00.9148389Z,10,183,100,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM5,2018-03-31T02:14:01.4461032Z,8,700,10,0,0,UNDETERMINED,0,4, 0,0,0,0,0,0
CAM03,2018-03-31T02:14:01.4461032Z,3,3514,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM5,2018-03-31T02:14:00.9148389Z,12,1122,11,0,0,UNDETERMINED,0,4, 0,0,0,0,0,0
CAM13,2018-03-31T02:14:01.4461032Z,198,55,26,59,1,UNDETERMINED,218,282, 12,3,3,0,0,6
CAM07,2018-03-31T02:14:01.4461032Z,61,331,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM03,2018-03-31T02:14:01.4461032Z,3,3739,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:14:01.4461032Z,116,82,8,0,0,UNDETERMINED,2,0, 0,0,0,0,0,0
CAM03,2018-03-31T02:14:01.9461007Z,4,3429,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM15,2018-03-31T02:14:01.4461032Z,7,246,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM15,2018-03-31T02:14:01.4461032Z,5,235,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM11,2018-03-31T02:14:01.9617009Z,5,30,7,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM02,2018-03-31T02:14:01.4461032Z,9,181,99,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:14:01.9617009Z,171,125,7,0,0,UNDETERMINED,2,0, 1,0,0,0,0,1
CAM03,2018-03-31T02:14:01.4461032Z,2,3331,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:14:01.9617009Z,55,330,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM15,2018-03-31T02:14:01.9461007Z,4,220,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM14,2018-03-31T02:14:01.9617009Z,125,1101,48,48,13,heading: ->,1,0, 2,0,1,0,0,1
CAM02,2018-03-31T02:14:01.9461007Z,13,183,99,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM5,2018-03-31T02:14:02.4617368Z,0,100,100,5,0,heading: ^,0,4, 3,0,0,1,0,2
CAM5,2018-03-31T02:14:02.4617368Z,18,1427,10,0,0,heading: ^,0,4, 3,0,0,1,0,2
CAM10,2018-03-31T02:14:01.9461007Z,79,61,9,1,0,heading: ->,3,0, 5,0,1,0,0,4
CAM15,2018-03-31T02:14:01.9461007Z,9,271,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:14:01.9461007Z,293,127,24,4,14,UNDETERMINED,225,295, 6,2,2,0,0,2
CAM15,2018-03-31T02:14:02.4617368Z,8,256,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:14:01.9461007Z,51,274,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM14,2018-03-31T02:14:02.4617368Z,118,1019,53,1,14,UNDETERMINED,1,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:14:01.9461007Z,197,58,33,59,0,heading: ->,225,295, 12,1,2,1,0,8
CAM11,2018-03-31T02:14:02.4617368Z,8,38,10,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:14:01.9461007Z,63,278,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM14,2018-03-31T02:14:02.9773372Z,114,1030,51,4,17,UNDETERMINED,1,0, 0,0,0,0,0,0
CAM06,2018-03-31T02:14:01.9461007Z,230,77,55,30,24,UNDETERMINED,210,172, 5,1,0,1,0,3
CAM07,2018-03-31T02:14:02.9773372Z,49,267,16,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM03,2018-03-31T02:14:01.9461007Z,2,3265,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM03,2018-03-31T02:14:01.9461007Z,4,3729,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:14:02.9773372Z,102,68,8,0,0,UNDETERMINED,3,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:14:01.9461007Z,46,287,16,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:14:02.9773372Z,92,64,8,0,0,UNDETERMINED,3,0, 0,0,0,0,0,0
CAM5,2018-03-31T02:14:01.9461007Z,1,194,100,0,0,UNDETERMINED,0,4, 0,0,0,0,0,0
CAM03,2018-03-31T02:14:02.9773372Z,2,3542,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM02,2018-03-31T02:14:01.9461007Z,7,170,100,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:14:03.4929664Z,134,95,8,0,0,UNDETERMINED,3,0, 0,0,0,0,0,0
CAM15,2018-03-31T02:14:01.9461007Z,9,252,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM5,2018-03-31T02:14:03.4929664Z,27,1966,11,0,0,UNDETERMINED,0,4, 0,0,0,0,0,0
CAM15,2018-03-31T02:14:01.9461007Z,6,244,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:14:03.4929664Z,280,127,26,7,13,UNDETERMINED,228,296, 8,2,2,1,0,3
CAM10,2018-03-31T02:14:01.9461007Z,111,88,8,0,0,UNDETERMINED,3,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:14:03.4929664Z,185,51,29,53,0,heading: <-,228,297, 13,3,2,0,0,8
CAM11,2018-03-31T02:14:02.4617368Z,7,26,8,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM03,2018-03-31T02:14:03.4929664Z,4,3603,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:14:02.4617368Z,94,90,8,0,0,UNDETERMINED,3,0, 0,0,0,0,0,0
CAM15,2018-03-31T02:14:03.4929664Z,7,234,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:14:02.4617368Z,112,86,8,0,0,UNDETERMINED,3,0, 0,0,0,0,0,0
CAM15,2018-03-31T02:14:04.0085912Z,7,254,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:14:02.4617368Z,49,270,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM14,2018-03-31T02:14:04.0085912Z,84,777,69,52,3,UNDETERMINED,1,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:14:02.4617368Z,369,117,22,40,12,heading: <-,228,298, 6,2,0,1,1,2
CAM10,2018-03-31T02:14:04.0085912Z,136,104,8,0,0,UNDETERMINED,3,0, 0,0,0,0,0,0
CAM03,2018-03-31T02:14:02.4617368Z,3,3284,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM14,2018-03-31T02:14:04.0085912Z,102,927,58,60,0,UNDETERMINED,1,0, 1,0,0,0,0,1
CAM07,2018-03-31T02:14:02.9773372Z,60,301,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM02,2018-03-31T02:14:04.0085912Z,5,174,100,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:14:02.9773372Z,105,93,8,0,0,UNDETERMINED,3,0, 0,0,0,0,0,0
CAM5,2018-03-31T02:14:04.0085912Z,27,2642,17,0,0,UNDETERMINED,0,4, 0,0,0,0,0,0
CAM10,2018-03-31T02:14:02.9773372Z,111,87,8,0,0,UNDETERMINED,3,0, 0,0,0,0,0,0
CAM06,2018-03-31T02:14:04.5242478Z,258,77,56,23,26,UNDETERMINED,216,174, 4,0,1,1,1,1
CAM02,2018-03-31T02:14:02.9773372Z,10,175,99,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:14:04.5242478Z,225,62,24,28,2,heading: v,229,298, 16,2,2,2,3,7
CAM13,2018-03-31T02:14:04.5242478Z,254,84,22,27,4,heading: <-,230,298, 16,4,3,2,3,4
CAM14,2018-03-31T02:14:02.9773372Z,126,1120,48,16,12,UNDETERMINED,1,0, 2,0,0,0,0,2
CAM06,2018-03-31T02:14:04.5242478Z,234,76,55,44,17,heading: ->,217,174, 7,0,1,0,0,6
CAM10,2018-03-31T02:14:03.4929664Z,113,96,8,0,0,UNDETERMINED,3,0, 0,0,0,0,0,0
CAM15,2018-03-31T02:14:04.5242478Z,8,243,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:14:03.4929664Z,51,269,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM03,2018-03-31T02:14:04.5242478Z,3,3246,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:14:03.4929664Z,311,99,24,21,9,UNDETERMINED,231,300, 14,1,0,2,2,9
CAM15,2018-03-31T02:14:03.4929664Z,6,244,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM5,2018-03-31T02:14:05.0398425Z,23,2109,10,0,0,UNDETERMINED,0,4, 0,0,0,0,0,0
CAM5,2018-03-31T02:14:03.4929664Z,35,3508,11,0,0,UNDETERMINED,0,4, 0,0,0,0,0,0
CAM02,2018-03-31T02:14:05.0398425Z,9,177,100,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM02,2018-03-31T02:14:03.4929664Z,10,186,100,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:14:05.0398425Z,126,88,8,0,0,UNDETERMINED,3,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:14:04.0085912Z,205,74,24,22,4,heading: v,233,302, 12,2,1,1,3,5
CAM15,2018-03-31T02:14:05.0398425Z,4,210,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM11,2018-03-31T02:14:04.0085912Z,7,28,8,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM03,2018-03-31T02:14:05.0398425Z,3,3579,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM15,2018-03-31T02:14:04.0085912Z,7,225,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:14:05.5398497Z,133,93,7,0,0,UNDETERMINED,3,0, 0,0,0,0,0,0
CAM15,2018-03-31T02:14:05.5398497Z,8,225,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM14,2018-03-31T02:14:04.0085912Z,90,920,56,43,3,UNDETERMINED,1,0, 0,0,0,0,0,0
CAM02,2018-03-31T02:14:05.5398497Z,9,178,99,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:14:04.0085912Z,256,90,23,28,10,heading: ^,234,302, 15,2,3,6,0,4
CAM07,2018-03-31T02:14:05.5398497Z,56,269,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:14:04.5242478Z,129,95,7,0,0,UNDETERMINED,3,0, 0,0,0,0,0,0
CAM5,2018-03-31T02:14:05.5398497Z,28,1542,12,0,0,UNDETERMINED,0,5, 0,0,0,0,0,0
CAM5,2018-03-31T02:14:04.5242478Z,21,1571,13,0,0,UNDETERMINED,0,5, 0,0,0,0,0,0
CAM11,2018-03-31T02:14:04.5242478Z,5,27,7,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:14:06.0554785Z,267,83,25,39,7,heading: ^,251,325, 9,0,0,3,1,5
CAM15,2018-03-31T02:14:04.5242478Z,6,205,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:14:06.0554785Z,95,68,8,0,0,UNDETERMINED,3,0, 0,0,0,0,0,0
CAM15,2018-03-31T02:14:04.5242478Z,7,206,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM11,2018-03-31T02:14:06.0554785Z,12,71,6,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM15,2018-03-31T02:14:05.0398425Z,7,218,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM06,2018-03-31T02:14:06.0554785Z,184,79,61,15,13,UNDETERMINED,231,189, 7,0,0,0,0,7
CAM11,2018-03-31T02:14:05.0398425Z,8,40,7,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:14:06.0554785Z,53,316,16,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM14,2018-03-31T02:14:06.0554785Z,102,956,57,3,5,UNDETERMINED,1,0, 1,0,0,0,0,1
CAM13,2018-03-31T02:14:05.0398425Z,223,65,26,31,5,UNDETERMINED,252,327, 10,0,1,1,0,8
CAM02,2018-03-31T02:14:06.5711156Z,9,182,100,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:14:05.0398425Z,295,101,26,41,12,UNDETERMINED,252,327, 10,1,0,1,1,7
CAM06,2018-03-31T02:14:05.0398425Z,222,76,56,36,21,UNDETERMINED,232,190, 6,1,0,1,0,4
CAM14,2018-03-31T02:14:06.5711156Z,180,1420,45,46,23,UNDETERMINED,1,0, 3,0,0,0,0,3
CAM07,2018-03-31T02:14:05.5398497Z,49,254,16,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM14,2018-03-31T02:14:06.5711156Z,121,1022,64,45,3,UNDETERMINED,1,0, 2,0,0,0,0,2
CAM13,2018-03-31T02:14:05.5398497Z,187,47,28,46,1,UNDETERMINED,255,332, 16,3,3,3,0,7
CAM5,2018-03-31T02:14:06.5711156Z,18,1928,10,0,0,UNDETERMINED,0,5, 0,0,0,0,0,0
CAM03,2018-03-31T02:14:06.5711156Z,3,3809,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM02,2018-03-31T02:14:05.5398497Z,8,176,99,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM07,2018-03-31T02:14:05.5398497Z,53,272,15,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM14,2018-03-31T02:14:07.0867497Z,121,1124,54,47,7,UNDETERMINED,1,0, 1,0,0,0,0,1
CAM06,2018-03-31T02:14:05.5398497Z,282,73,51,12,28,UNDETERMINED,232,190, 3,1,0,1,0,1
CAM02,2018-03-31T02:14:07.0867497Z,3,178,100,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:14:05.5398497Z,133,93,7,0,0,UNDETERMINED,3,0, 0,0,0,0,0,0
CAM5,2018-03-31T02:14:07.0867497Z,18,1578,10,0,0,UNDETERMINED,0,5, 0,0,0,0,0,0
CAM06,2018-03-31T02:14:06.0554785Z,246,74,54,31,13,heading: ^,232,191, 7,1,0,2,0,4
CAM03,2018-03-31T02:14:07.0867497Z,3,3523,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM03,2018-03-31T02:14:06.0554785Z,2,3795,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM15,2018-03-31T02:14:07.0867497Z,10,219,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM03,2018-03-31T02:14:06.0554785Z,3,3368,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:14:07.0867497Z,134,105,7,0,0,UNDETERMINED,3,0, 0,0,0,0,0,0
CAM14,2018-03-31T02:14:06.0554785Z,101,991,53,87,3,UNDETERMINED,1,0, 0,0,0,0,0,0
CAM15,2018-03-31T02:14:07.5867697Z,7,211,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:14:07.5867697Z,276,96,26,18,10,heading: <-,252,330, 10,3,0,1,0,6
CAM02,2018-03-31T02:14:07.5867697Z,11,184,99,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM15,2018-03-31T02:14:06.0554785Z,6,196,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM06,2018-03-31T02:14:07.5867697Z,188,84,66,20,37,UNDETERMINED,232,191, 6,1,0,1,0,4
CAM11,2018-03-31T02:14:06.0554785Z,6,29,7,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM14,2018-03-31T02:14:06.0554785Z,114,1097,54,49,9,UNDETERMINED,2,0, 2,0,0,0,0,2
CAM10,2018-03-31T02:14:07.5867697Z,122,98,7,0,0,UNDETERMINED,3,0, 0,0,0,0,0,0
CAM06,2018-03-31T02:14:06.0554785Z,223,81,62,25,37,heading: ^,232,191, 7,1,0,2,0,4
CAM14,2018-03-31T02:14:08.1023779Z,142,1117,62,11,4,UNDETERMINED,1,0, 1,0,0,0,0,1
CAM03,2018-03-31T02:14:06.0554785Z,4,3523,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM13,2018-03-31T02:14:08.1023779Z,179,52,28,45,2,heading: ^,258,335, 15,1,2,4,0,8
CAM14,2018-03-31T02:14:06.0554785Z,73,663,79,72,1,UNDETERMINED,2,0, 2,0,0,0,0,2
CAM07,2018-03-31T02:14:08.1023779Z,49,282,16,0,3,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM11,2018-03-31T02:14:06.5711156Z,6,25,6,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM15,2018-03-31T02:14:08.1023779Z,6,199,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:14:06.5711156Z,122,91,8,0,0,UNDETERMINED,3,0, 0,0,0,0,0,0
CAM10,2018-03-31T02:14:08.1023779Z,106,95,7,0,0,UNDETERMINED,3,0, 0,0,0,0,0,0
CAM03,2018-03-31T02:14:06.5711156Z,4,3415,100,0,18,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM11,2018-03-31T02:14:08.1023779Z,6,24,8,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM15,2018-03-31T02:14:06.5711156Z,7,199,100,0,0,UNDETERMINED,0,0, 0,0,0,0,0,0
CAM02,2018-03-31T02:14:08.6180347Z,6,179,99,0,1,UNDETERMINED,0,0, 0,0,0,0,0,0
